ENTRY,RETURN,RATE
2011:09:26,7060.84,2.580730079
2011:09:27,7140.59,1.123138139
2011:09:28,6998.56,-2.009099238
2011:09:29,7097.79,1.407905438
2011:09:30,6935.01,-2.320097226
2011:10:03,6747.51,-2.740894779
2011:10:04,6885.25,2.02078944
2011:10:05,6999.30,1.642870171
2011:10:06,7126.19,1.79665857
2011:10:07,7080.14,-0.648304823
2011:10:10,7312.61,3.230657366
2011:10:11,7301.59,-0.150812252
2011:10:12,7378.62,1.04944966
2011:10:13,7328.07,-0.687444953
2011:10:14,7452.54,1.684273415
2011:10:17,7303.62,-2.018479823
2011:10:18,7455.63,2.059933604
2011:10:19,7382.02,-0.992213779
2011:10:20,7427.85,0.618913553
2011:10:21,7563.06,1.803942078
2011:10:24,7629.48,0.874382074
2011:10:25,7487.66,-1.876335878
2011:10:26,7594.33,1.414558406
2011:10:27,7858.72,3.422182708
2011:10:28,7866.39,0.097550995
2011:10:31,7648.16,-2.813415722
2011:11:01,7433.76,-2.843330878
2011:11:02,7561.27,1.700737825
2011:11:03,7697.36,1.783824743
2011:11:04,7644.05,-0.694984549
2011:11:07,7701.09,0.743430985
2011:11:08,7800.75,1.285800564
2011:11:09,7522.10,-3.637452862
2011:11:10,7603.28,1.073437884
2011:11:11,7746.69,1.868592222
2011:11:14,7672.24,-0.965703568
2011:11:15,7690.34,0.235637613
2011:11:16,7572.52,-1.543909075
2011:11:17,7467.26,-1.399777373
2011:11:18,7476.67,0.125937437
2011:11:21,7333.69,-1.930870582
2011:11:22,7292.31,-0.565843162
2011:11:23,7139.38,-2.119443041
2011:11:24,NA,0
2011:11:25,7124.82,-0.204147517
2011:11:28,7319.15,2.690973833
2011:11:29,7361.44,0.576136477
2011:11:30,7691.28,4.383165382
2011:12:01,7662.74,-0.371759746
2011:12:02,7669.27,0.08518127
2011:12:05,7742.02,0.944120062
2011:12:06,7768.11,0.336425608
2011:12:07,7801.69,0.431348535
2011:12:08,7634.06,-2.172056303
2011:12:09,7765.06,1.701436968
2011:12:12,7643.67,-1.575632922
2011:12:13,7595.19,-0.636270214
2011:12:14,7520.70,-0.985593346
2011:12:15,7557.19,0.484020924
2011:12:16,7577.50,0.268390198
2011:12:19,7491.05,-1.147435533
2011:12:20,7706.88,2.840446179
2011:12:21,7750.17,0.560134219
2011:12:22,7814.43,0.825724594
2011:12:23,7889.51,0.956200445
2011:12:26,NA,0
2011:12:27,7875.63,-0.176084749
2011:12:28,7780.52,-1.215000751
2011:12:29,7870.03,1.143870036
2011:12:30,7835.74,-0.436655503
2012:01:02,NA,0
2012:01:03,7959.65,1.56897097
2012:01:04,7957.81,-0.023119267
2012:01:05,7964.95,0.08968295
2012:01:06,7933.93,-0.390216661
2012:01:09,7967.08,0.41695525
2012:01:10,8029.45,0.779798069
2012:01:11,8030.85,0.017434295
2012:01:12,8038.12,0.090484959
2012:01:13,7997.88,-0.501871844
2012:01:16,NA,0
2012:01:17,8016.05,0.226927529
2012:01:18,8093.95,0.967108717
2012:01:19,8124.53,0.377101137
2012:01:20,8150.80,0.322820156
2012:01:23,8149.14,-0.020368173
2012:01:24,8135.67,-0.165430276
2012:01:25,8189.35,0.657643218
2012:01:26,8144.21,-0.552728431
2012:01:27,8119.27,-0.306699668
2012:01:30,8097.65,-0.266635253
2012:01:31,8086.29,-0.14038611
2012:02:01,8153.82,0.831649407
2012:02:02,8157.93,0.050393123
2012:02:03,8268.74,1.349167918
2012:02:06,8271.53,0.033735846
2012:02:07,8289.60,0.218221911
2012:02:08,8300.51,0.131524162
2012:02:09,8294.77,-0.069176299
2012:02:10,8236.48,-0.705212753
2012:02:13,8289.71,0.644191844
2012:02:14,8277.15,-0.151628038
2012:02:15,8235.72,-0.501791475
2012:02:16,8321.55,1.036774406
2012:02:17,8351.14,0.354952093
2012:02:20,NA,0
2012:02:21,8361.31,0.12170569
2012:02:22,8342.67,-0.223180436
2012:02:23,8369.75,0.324070646
2012:02:24,8377.74,0.095417291
2012:02:27,8392.08,0.171021555
2012:02:28,8419.08,0.321215469
2012:02:29,8377.86,-0.490804667
2012:03:01,8427.56,0.59147757
2012:03:02,8404.80,-0.270431643
2012:03:05,8393.01,-0.140375465
2012:03:06,8254.11,-1.668795846
2012:03:07,8309.88,0.673391022
2012:03:08,8381.54,0.858650016
2012:03:09,8400.08,0.220956112
2012:03:12,8410.76,0.12706089
2012:03:13,8565.59,1.824117589
2012:03:14,8542.12,-0.274379385
2012:03:15,8596.79,0.637965722
2012:03:16,8610.23,0.156215344
2012:03:19,8638.01,0.322120101
2012:03:20,8607.43,-0.354644846
2012:03:21,8584.38,-0.2681511
2012:03:22,8519.58,-0.75772289
2012:03:23,8554.67,0.411028882
2012:03:26,8662.59,1.253642141
2012:03:27,8620.39,-0.48834268
2012:03:28,8586.24,-0.396940538
2012:03:29,8571.91,-0.167034364
2012:03:30,8625.19,0.61964134
2012:04:02,8675.41,0.58055953
2012:04:03,8633.73,-0.481596204
2012:04:04,8552.99,-0.939569551
2012:04:05,8534.90,-0.21172897
2012:04:06,NA,0
2012:04:09,8437.31,-1.150010229
2012:04:10,8294.89,-1.702387487
2012:04:11,8358.94,0.769196225
2012:04:12,8470.49,1.325673343
2012:04:13,8370.06,-1.19273053
2012:04:16,8398.38,0.337777717
2012:04:17,8518.19,1.416504685
2012:04:18,8483.18,-0.411849745
2012:04:19,8439.30,-0.518601273
2012:04:20,8463.80,0.289887857
2012:04:23,8394.63,-0.820602964
2012:04:24,8453.31,0.696586494
2012:04:25,8524.92,0.843555832
2012:04:26,8584.28,0.693898466
2012:04:27,8594.96,0.124336133
2012:04:30,8571.70,-0.270990562
2012:05:01,8631.48,0.694990585
2012:05:02,8597.50,-0.394452185
2012:05:03,8535.75,-0.720823748
2012:05:04,8423.97,-1.318201228
2012:05:07,8428.11,0.049133402
2012:05:08,8395.57,-0.386836181
2012:05:09,8318.90,-0.917415123
2012:05:10,8360.78,0.502168963
2012:05:11,8319.50,-0.494956731
2012:05:14,8225.16,-1.140440752
2012:05:15,8183.04,-0.513402963
2012:05:16,8170.16,-0.157522719
2012:05:17,8079.63,-1.114241312
2012:05:18,8033.06,-0.578055305
2012:05:21,8110.45,0.958782729
2012:05:22,8123.04,0.15511147
2012:05:23,8128.15,0.062887704
2012:05:24,8160.43,0.396351828
2012:05:25,8132.53,-0.34247954
2012:05:28,NA,0
2012:05:29,8213.15,0.986446006
2012:05:30,8092.04,-1.485566587
2012:05:31,8084.15,-0.097550791
2012:06:01,7903.33,-2.262116489
2012:06:04,7891.26,-0.152837172
2012:06:05,7928.57,0.471687359
2012:06:06,8114.97,2.323781259
2012:06:07,8130.23,0.187870934
2012:06:08,8191.03,0.745043964
2012:06:11,8106.73,-1.034507218
2012:06:12,8201.89,1.167003462
2012:06:13,8164.88,-0.452258608
2012:06:14,8269.41,1.272113485
2012:06:15,8345.30,0.913534185
2012:06:18,8330.07,-0.182664663
2012:06:19,8406.24,0.910242771
2012:06:20,8386.60,-0.23390932
2012:06:21,8212.29,-2.10033813
2012:06:22,8264.52,0.633984065
2012:06:25,8147.86,-1.421633728
2012:06:26,8183.41,0.435361808
2012:06:27,8265.89,1.002847431
2012:06:28,8257.04,-0.107123868
2012:06:29,8447.51,2.280555359
2012:07:02,8461.79,0.168901177
2012:07:03,8506.33,0.524985706
2012:07:04,NA,0
2012:07:05,8451.22,-0.649978258
2012:07:06,8385.72,-0.778055044
2012:07:09,8374.58,-0.132933201
2012:07:10,8316.74,-0.693057607
2012:07:11,8332.12,0.184757447
2012:07:12,8306.51,-0.307838088
2012:07:13,8444.37,1.64604024
2012:07:16,8429.52,-0.176011623
